Név|Konzol|Műfaj|Kiadó|Fejlesztő|Kritikusi pontszám|Összes eladás|Kiadás éve
Gothic Fiction: Dark Saga|PC|Logikai|Big Fish Games|GSP|7.3|0.01|2015
Dr. Sudoku|GBA|Logikai|Mastiff|Success|6.7|0.01|2006
bit Generations: Dialhex|GBA|Logikai|Nintendo|skip Ltd.|7.0|0.01|2006
Persona 3: Dancing in Moonlight|PSV|Zene|Atlus|Atlus|7.3|0.01|2018
Just Dance: Disney Party 2|Wii|Zene|Ubisoft|Ubisoft San Francisco|7.3|0.01|2015
Musynx|NS|Zene|PM Studios|PM Studios|7.5|0.01|2018
Let's Sing 2019|Wii|Zene|Ravenscourt|Ravenscourt|7.3|0.01|2018
Soni Pro|3DS|Zene|imageepoch Inc.|imageepoch Inc.|7.3|0.01|2014
Dragon Quest X: All in One Package Ver.1-4|PS4|MMO|Square Enix|Square Enix|7.3|0.01|2018
The Elder Scrolls Online: Summerset|PC|MMO|Bethesda Softworks|ZeniMax Online Studios|7.3|0.01|2018
Final Fantasy XIV Online Complete Edition|PC|MMO|Square Enix|Square Enix|7.3|0.01|2017
Grand Theft Auto: Liberty City Stories / Vice City Stories|PS3|Egyéb|Moss|Unknown|7.3|0.01|2014
Momotarou Densetsu 16 (PS2 the Best sales)|PS2|Egyéb|Hudson Soft|Hudson Soft|7.3|0.01|2009
Moeru Mahjong: Moejong!|PSP|Egyéb|Hudson Entertainment|Hudson Soft|7.3|0.01|2008
Simple 2000 Series Wii Vol. 2: The Party Game|Wii|Egyéb|D3 Publisher|Tamsoft|7.3|0.01|2008
Honki de Manabu: LEC de Goukaku - DS Takuchi Tatemono Torihiki Shuninsha|DS|Egyéb|Square Enix|Square Enix|7.3|0.01|2009
Calvin Tucker's Redneck Jamboree|PC|Egyéb|Zoo Games|Humagade|7.3|0.01|2009
National Geographic Challenge!|PC|Egyéb|Black Bean Games|Gusto Games|7.3|0.01|2011
RPG Maker MV|PS4|Egyéb|NIS America|Kadokawa Games|7.3|0.01|2019
Hello Kitty: Puzzle Party|PSP|Egyéb|Ubisoft|Dorart|7.3|0.01|2010
Jacqueline Wilson's Tracy Beaker: The Game|PC|Egyéb|P2 Games|P2 Games|7.3|0.01|2009
Ima Sugu Oniichan ni Imoto da tte Iitai!|PSV|Egyéb|Piacci|Unknown|7.3|0.01|2014
Sonic Mega Collection Plus|PC|Egyéb|Sega|Sonic Team|7.3|0.01|2007
Sega 3D Classics Collection|3DS|Egyéb|Sega|M2|7.3|0.01|2016
Buzz! Quiz World|PSP|Egyéb|Sony Computer Entertainment|Relentless Software|5.9|0.01|2009
Happy Birthdays|NS|Egyéb|NIS America|Arc System Works|8.5|0.01|2018
thinkSMART Kids 8+|DS|Egyéb|Mentor Interactive|Conspiracy Entertainment|7.3|0.01|2010
Slotter Up Mania 11: 2027 vs 2027 II|PS2|Egyéb|Dorart|Dorart|7.3|0.01|2009
Kouekizaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai: Kanken Training|3DS|Egyéb|Rocket Company|Rocket Company|7.3|0.01|2014
Once Upon A Time|Wii|Egyéb|Storm City Games|Storm City Games|7.3|0.01|2010
Tettelkaiseki Hissyou Pachislot Doujyho Yamasa & Pioneer|PS|Egyéb|Hiromi|Hiromi|7.3|0.01|1998
Closed Nightmare|PS4|Egyéb|Nippon Ichi Software|Nippon Ichi Software|7.3|0.01|2018
Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage|PSP|Egyéb|SystemSoft|Unknown|7.3|0.01|2012
Hidamari Sketch: Doko Demo Sugoroku x 365|DS|Egyéb|Idea Factory|Idea Factory|7.3|0.01|2009
Kunio-kun: The World Classics Collection|PS4|Egyéb|Arc System Works|Million Co., Ltd.|7.3|0.01|2018
Bullet Soul Infinite Burst|X360|Egyéb|5pb|Unknown|7.3|0.01|2014
Mahjong * Dream C Club|X360|Egyéb|D3Publisher|Unknown|7.3|0.01|2012
Muv-Luv Alternative: Total Eclipse|X360|Egyéb|5pb|Unknown|7.3|0.01|2013
Utatte Touch, Utouchi!!|DS|Egyéb|Konami|Konami|7.3|0.01|2010
Koibana Days|PSP|Egyéb|Idea Factory|Unknown|7.3|0.01|2013
The Idolm@ster Twins|X360|Egyéb|Namco Bandai|Namco Bandai Games|7.3|0.01|2009
Zombie Shiki - Eigo Ryoku Sosei Jutsu: English of the Dead|DS|Egyéb|Sega|Sega|7.3|0.01|2008
Oretachi ni Tsubasa wa Nai|PSV|Egyéb|5pb|Unknown|7.3|0.01|2014
Kunio-kun: The World Classics Collection|NS|Egyéb|Arc System Works|Million Co., Ltd.|7.3|0.01|2018
Earthpedia|3DS|Egyéb|Gakken|Gakken Kyouiku Shuppan|7.3|0.01|2012
RPG Maker MV|NS|Egyéb|NIS America|Kadokawa Games|7.3|0.01|2019
Deal or No Deal: The Banker is Back!|Wii|Egyéb|Mindscape|Mindscape|7.3|0.01|2008
Miracle Tunes! Game de Tune Up! Tabun!|3DS|Egyéb|FuRyu Corporation|FuRyu|7.3|0.01|2017
Traxxpad: Portable Studio|PSP|Egyéb|Eidos Interactive|Definitive Studios|7.3|0.01|2007
Uchi no 3 Shimai DS 2: 3 Shimai no Dekake Daisakusen|DS|Egyéb|Culture Brain|Culture Brain|7.3|0.01|2009
Quantum Conundrum|PS3|Egyéb|Square Enix|Unknown|7.3|0.01|2012
Chronostacia|PSP|Egyéb|Idea Factory|Unknown|7.3|0.01|2014
Phantom Breaker|PS3|Egyéb|5pb|Unknown|7.3|0.01|2013
Hanasaku Manimani|PSP|Egyéb|5pb|Unknown|7.3|0.01|2013
Chibi * Devi!|3DS|Egyéb|Alchemist|Infinity|7.3|0.01|2012
Jojo's Bizarre Adventure|PS3|Egyéb|Capcom|Unknown|7.3|0.01|2012
Nodame Cantabile: Dream * Orchestra|Wii|Egyéb|Namco Bandai|Bandai Namco Games|7.3|0.01|2007
Moe Moe 2-ji Daisenryaku 3|PSV|Egyéb|System Soft Alpha|Unknown|7.3|0.01|2017
Battle Robot Soul|PSP|Egyéb|Namco Bandai Games|Unknown|7.3|0.01|2013
Killer 3D Pool|GBA|Egyéb|Destination Software, Inc|Gravity-I|7.3|0.01|2005
School Wars: Graduation Front|PSP|Egyéb|Quinrose|Unknown|7.3|0.01|2013
Cube Creator X|NS|Egyéb|Arc System Works|Arc System Works|7.3|0.01|2018
Teenage Mutant Ninja Turtles: Out of the Shadows|X360|Egyéb|Activision|Unknown|7.3|0.01|2013
Hakuoki: Reimeiroku Nagorigusa|PS3|Egyéb|Idea Factory|Unknown|7.3|0.01|2012
0-ji no Kane to Cinderella: Halloween Wedding|PSP|Egyéb|Quinrose|Unknown|7.3|0.01|2013
Neo Angelique: Tenshi no Namida|PSV|Egyéb|Idea Factory|Otomate|7.3|0.01|2017
Norimono Oukoku DS: You! Unten Shichai na Yo!|DS|Egyéb|D3 Publisher|Tamsoft|7.3|0.01|2008
Disney's Little Einsteins|GBA|Egyéb|Buena Vista|InLight Entertainment|7.3|0.01|2006
Phi Brain: Kizuna no Puzzle|PSP|Egyéb|Arc System Works|Unknown|7.3|0.01|2012
Kouekizaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai: Kanken Training 2|3DS|Egyéb|Imagineer|Imagineer|7.3|0.01|2017
Anpanman to Touch de Waku Waku Training|DS|Egyéb|Namco Bandai|Bandai Namco Games|7.3|0.01|2009
Anpanman Niko Niko Party|Wii|Egyéb|Agatsuma Entertainment|Agatsuma Entertainment|7.3|0.01|2010
Little King's Story|PSV|Egyéb|Konami Digital Entertainment|Unknown|7.3|0.01|2012
Generation of Chaos 6|PSP|Egyéb|NIS America|Unknown|7.3|0.01|2013
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 250 Banjin no KanKen Premium - Zenkyuu Zen-Kanji Kanzen Seiha|DS|Egyéb|IE Institute|IE Institute|7.3|0.01|2009
Jissen Pachi-Slot Pachinko Hisshouhou! Wii Hokuto no Ken Sammy's Collection|Wii|Egyéb|Sega|Sammy Studios|7.3|0.01|2007
Eiyuu * Senki|PS3|Egyéb|5pb|Unknown|7.3|0.01|2013
Sengoku Hime: Senkou no Taika - Akatsuki no Haryuu|PS3|Egyéb|SystemSoft Alpha|Unknown|7.3|0.01|2012
Clue / Mouse Trap / Perfection / Aggravation|DS|Egyéb|Unknown|Gravity-I|7.3|0.01|2006
Brain Training for Dummies|PC|Egyéb|Electronic Arts|Electronic Arts|7.3|0.01|2008
Romance of the Three Kingdoms 13 with Power-Up Kit|PS3|Egyéb|Tecmo Koei|Unknown|7.3|0.01|2017
Vitamin Z: Graduation|PSP|Egyéb|D3Publisher|Unknown|7.3|0.01|2013
Chegger's Party Quiz|Wii|Egyéb|Oxygen Interactive|Oxygen Interactive|7.3|0.01|2008
Darkstalkers Resurrection|X360|Egyéb|Capcom|Unknown|7.3|0.01|2013
Peach Ball: Senran Kagura|NS|Egyéb|Marvelous Entertainment|HONEY PARADE GAMES|7.3|0.01|2018
Grand Theft Auto Online|PS3|Egyéb|Take-Two Interactive|Unknown|7.3|0.01|2013
Arabians Doubt|PSP|Egyéb|Quinrose|Unknown|7.3|0.01|2014
Muv-Luv|PS3|Egyéb|5pb|Unknown|7.3|0.01|2012
Stranger of Sword City|X360|Egyéb|Experience Inc.|Unknown|7.3|0.01|2014
Muv-luv Photonflowers|PS3|Egyéb|5pb|Unknown|7.3|0.01|2014
Heartful Simulator Pachi-Slot: To Heart 2|PS3|Egyéb|Aqua Plus|Unknown|7.3|0.01|2012
Grand Theft Auto: San Andreas|PS3|Egyéb|Rockstar Games|Unknown|7.3|0.01|2012
Gyouretsu no Dekiru Houritsu Soudansho|DS|Egyéb|Namco Bandai|Bandai Namco Games|7.3|0.01|2010
Patrician IV: Gold Edition|PC|Egyéb|Kalypso|Gaming Minds Studios|7.3|0.01|2011
Princess Evangile Portable|PSP|Egyéb|CyberFront|Unknown|7.3|0.01|2012
Mirai Nikki: 13 Hitome no Nikki Shoyuusha Re-Write|PSP|Egyéb|Kadokawa Games|Unknown|7.3|0.01|2012
Kajiri Kamui Kagura: Akebono no Hikari|PSV|Egyéb|Views|Unknown|7.3|0.01|2013
Armen Noir Portable|PSP|Egyéb|Idea Factory|Unknown|7.3|0.01|2012
Harem Tengoku da to Omottara Yandere Jigoku Datta|PS3|Egyéb|Nippon Ichi Software|Unknown|7.3|0.01|2014
Anime Slot Revolution: Pachi-Slot Mobile Suit Gundam II - Ai Senshi Hen|Wii|Egyéb|Yamasa Entertainment|Yamasa Entertainment|7.3|0.01|2007
Tetsudou Seminar: Oote Shitetsuhen|DS|Szimuláció|Taito|Taito Corporation|7.3|0.01|2009
This Is The Police|XOne|Szimuláció|THQ Nordic|Weappy Studio|7.3|0.01|2017
FirePower for Microsoft Combat Flight Simulator 3|PC|Szimuláció|GMX Media|Shockwave Productions|7.3|0.01|2004
Dawn of Discovery: Venice|PC|Szimuláció|Ubisoft|Blue Byte Software / Related Designs|7.0|0.01|2010
Happy Manager: Shiawase Zhuang no Kanrinin San|PS4|Szimuláció|D3 Publisher|D3 Publisher|7.3|0.01|2018
Euro Truck Simulator 2: Scandinavia|PC|Szimuláció|SCS Software|Excalibur Studios|7.3|0.01|2015
Fashion Designer: Style Icon|DS|Szimuláció|505 Games|Creative Pattern|7.3|0.01|2007
Farming Simulator 17: Big Bud|PC|Szimuláció|Maximum Games|Giants Software|7.3|0.01|2017
DJ Max Technika Tune|PSV|Egyéb|CyberFront|Unknown|7.3|0.01|2012
Style Book: Cinnamoroll|DS|Egyéb|Bandai|Bandai|7.3|0.01|2006
Metal Gear Solid HD Edition|X360|Egyéb|Konami Digital Entertainment|Unknown|7.3|0.01|2011
La Corda d'Oro 2ff|PSV|Egyéb|Koei Tecmo|Koei Tecmo Games|7.3|0.01|2017
Dungeons & Dragons Anthology: The Master Collection|PC|Egyéb|Atari|Various|7.3|0.01|2011
Dokapon Journey (JP sales)|DS|Egyéb|Atlus|Sting|7.3|0.01|2009
Megami Meguri|3DS|Egyéb|Capcom|Unknown|7.3|0.01|2016
Winning Post 8 2017|PS3|Egyéb|Tecmo Koei|Unknown|7.3|0.01|2017
Muv-Luv Alternative|PS3|Egyéb|5pb|Unknown|7.3|0.01|2012
Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!|PSP|Egyéb|Broccoli|Unknown|7.3|0.01|2012
Slotter Mania P: Tetsuya Shinjuku vs Ueno|PSP|Egyéb|Dorart|Dorart|7.3|0.01|2010
Slotter Mania P: Tetsuya Shinjuku vs Ueno|PSP|Egyéb|Dorart|Unknown|7.3|0.01|2010
Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four|PS2|Egyéb|Paon|Paon Corporation|7.3|0.01|2008
Unending Bloody Call|PSP|Egyéb|Asgard|Unknown|7.3|0.01|2012
Satomi Hakkenden: Hachi Tamanoki|PSP|Egyéb|Quinrose|Unknown|7.3|0.01|2014
Romeo Vs. Juliet|PSP|Egyéb|Quinrose|Unknown|7.3|0.01|2013
Shin Koihime Musou: Otome Taisen * Sangokushi Engi|PS3|Egyéb|Views|Unknown|7.3|0.01|2014
Juggler DS|DS|Egyéb|Commseed|Commseed|7.3|0.01|2008
Who Wants to be a Millionaire: 2nd Edition|DS|Egyéb|Ubisoft|Route 1 Games|7.3|0.01|2008
Rabbids Invasion: The Interactive TV Show|XOne|Egyéb|Ubisoft|Ubisoft Paris|7.3|0.01|2014
Tsukigime Ranko's Longest Day|PS3|Egyéb|Namco Bandai Games|Unknown|7.3|0.01|2014
Smart Boy's Winter Wonderland|DS|Egyéb|UFO Interactive|Starfish Inc.|7.3|0.01|2008
Aiyoku no Eustia|PSV|Egyéb|Dramatic Create|August|7.3|0.01|2014
Dragon Ball Z for Kinect|X360|Egyéb|Namco Bandai Games|Unknown|7.3|0.01|2012
Sakigake!! Otokojuku - Nihon yo Kore ga Otoko Dearu!|PS3|Egyéb|Namco Bandai Games|Unknown|7.3|0.01|2014
Poker for Dummies|PC|Egyéb|Electronic Arts|Electronic Arts|7.3|0.01|2008
Akatsuki no Goei Trinity|PSP|Egyéb|5pb|Unknown|7.3|0.01|2012
Deal or No Deal|PC|Egyéb|Global Star Software|Global Star Software|7.3|0.01|2006
The Ultimate Battle of the Sexes|Wii|Egyéb|SVG Distribution|Mastertronic|7.3|0.01|2011
Golden Time: Vivid Memories|PSV|Egyéb|ASCII Media Works|Unknown|7.3|0.01|2014
Getsuei Gakuen: kou|PSV|Egyéb|Arc System Works|Unknown|7.3|0.01|2013
Heart no Kuni no Alice: Wonderful Twin World|PSP|Egyéb|Quinrose|Unknown|7.3|0.01|2014
RailWorks 2: Train Simulator|PC|Szimuláció|RailSimulator.com|RailSimulator.com|7.3|0.01|2010
After Burner: Black Falcon|PSP|Szimuláció|Sega|Planet Moon Studios|7.4|0.01|2007
Street Cleaning Simulator|PC|Szimuláció|Excalibur Publishing|TML Studios|1.5|0.01|2011
Jewel Pet: Kawaii Mahou no Fantasy|DS|Szimuláció|MTO|MTO|7.3|0.01|2009
Kawaii Koneko DS|DS|Szimuláció|MTO|MTO|7.3|0.01|2008
The Sims: Life Stories|PC|Szimuláció|Electronic Arts|Maxis|7.3|0.01|2007
Machi-Ing Maker DS|DS|Szimuláció|D3 Publisher|Indi Software Co., Ltd.|7.3|0.01|2008
Ochaken no Daibouken 2: Yume Ippai no Omocha Hako|DS|Szimuláció|MTO|MTO|7.3|0.01|2008
Pawly Pets: My Pet Hotel|DS|Szimuláció|Ubisoft|DTP Young Entertainment|7.3|0.01|2007
Time Ace|DS|Szimuláció|Konami|Trainwreck Studios|7.3|0.01|2007
SimCity 3000 Unlimited|PC|Szimuláció|Electronic Arts|Maxis|6.9|0.01|2000
The Sims 2: H&M Fashion Stuff|PC|Szimuláció|Electronic Arts|Maxis Software|7.3|0.01|2007
Qupu!! Mame Goma!|DS|Szimuláció|Creative Core|Creative Core|7.3|0.01|2009
Kirarin * Revolution: Atsumete Change! Kurikira * Code|DS|Szimuláció|Konami|Konami|7.3|0.01|2008
MyStylist|PSP|Szimuláció|Sony Computer Entertainment|Sony Computer Entertainment Japan|7.3|0.01|2008
Pilot Academy|PSP|Szimuláció|Rising Star|Kuju Entertainment|7.3|0.01|2006
Rebel Raiders: Operation Nighthawk|Wii|Szimuláció|XS Games|Kando Games|7.3|0.01|2008
Nursery Mania|DS|Szimuláció|Zoo Games|Collision Studios|7.3|0.01|2010
A.C.E.: Another Century's Episode 2 - Special Vocal Version|PS2|Szimuláció|Banpresto|From Software|7.3|0.01|2007
Blades of Thunder II|DS|Szimuláció|Summitsoft|CokeM Interactive|7.3|0.01|2006
Puchi Eva: Evangelion @ Game|DS|Szimuláció|Namco Bandai|Bandai Namco Games|7.3|0.01|2008
National Geographic Panda (JP sales)|DS|Szimuláció|Namco Bandai|Bandai Namco Games|7.3|0.01|2008
Help Wanted: 50 Wacky Jobs (jp sales)|Wii|Szimuláció|Hudson Soft|Hudson Soft|7.3|0.01|2009
Plushees|DS|Szimuláció|Destineer|Big John Games|7.3|0.01|2008
The Conveni Portable|PSP|Szimuláció|Hamster Corporation|Hamster Corporation|7.3|0.01|2010
Champion Jockey Special|NS|Szimuláció|Tecmo Koei|Koei Tecmo Games|7.3|0.01|2017
Dream C Club Zero|PS3|Szimuláció|D3Publisher|Tamsoft Corporation|7.3|0.01|2013
Wedding Planner: Dream Weddings Guaranteed|DS|Szimuláció|DTP Entertainment|dtp entertainment AG|7.3|0.01|2010
Pony Friends 2|PC|Szimuláció|Square Enix|Tantalus Interactive|7.3|0.01|2010
Railfan|PS3|Szimuláció|Ongakukan|Ongakukan|7.3|0.01|2006
Horse Life 4|3DS|Szimuláció|Independent Arts Software GmbH|Ravenscourt|7.3|0.01|2015
The Train Giant|PC|Szimuláció|Ascaron Entertainment|UIG Entertainment|7.3|0.01|2012
Le Tour de France 2017|PC|Szimuláció|Focus Home Interactive|Cyanide Studio|7.3|0.01|2017
Gardening Mama 2: Forest Friends|3DS|Szimuláció|Majesco Entertainment|Cooking Mama Ltd.|7.3|0.01|2014
Farming 2017 - The Simulation|PS4|Szimuláció|UIG Entertainment|UIG Entertainment|7.3|0.01|2016
Gal Gun 2|PS4|Szimuláció|PQube|Inti Creates|7.3|0.01|2018
Nintendogs + Cats Golden Retriever and New Friends|3DS|Szimuláció|Nintendo|Nintendo EAD|7.3|0.01|2011
Kantan! Tanoshii! Okashi Navi DS|DS|Szimuláció|KOEI|Paon Corporation|7.3|0.01|2008
Monopoly Tycoon|PC|Szimuláció|Atari|Deep Red Games|7.3|0.01|2001
My Hero: Firefighter|DS|Szimuláció|Majesco|Game-life / Mad Monkey Studio|7.3|0.01|2009
Cities: Skylines Snowfall|PC|Szimuláció|Paradox Development|Colossal Order|7.3|0.01|2016
Hotel Giant DS|DS|Szimuláció|Nobilis|Enlight Software|7.3|0.01|2008
Jambo! Safari Animal Rescue|DS|Szimuláció|Sega|Full Fat|7.3|0.01|2010
Fashionable Puppy: Oshare na Koinu DS|DS|Szimuláció|MTO|MTO|7.3|0.01|2007
Farming Simulator 2014|PSV|Szimuláció|Focus Home Interactive|Giants Software|7.3|0.01|2014
Bus Driver|PC|Szimuláció|Meridian4|SCS Software|7.3|0.01|2008
Arcobaleno!|PS2|Szimuláció|Idea Factory|Idea Factory|7.3|0.01|2009
Discover Europe|PC|Szimuláció|First Class Simulations|Excalibur Studios|7.3|0.01|2016
Build-a-lot|DS|Szimuláció|Mumbo Jumbo|HipSoft|7.3|0.01|2008
Invizimals: The Resistance|PSV|Szimuláció|Sony Computer Entertainment|Novarama|7.3|0.01|2015
Dogz Fashion|GBA|Szimuláció|Ubisoft|MTO|7.3|0.01|2006
Hyper Fighters|Wii|Szimuláció|Zoo Games|Zoo Games|7.3|0.01|2011
Euro Fishing|PC|Szimuláció|Unknown|Dovetail Games|7.3|0.01|2015
IL-2 Sturmovik|PC|Szimuláció|Ubisoft|1C Maddox Games|7.3|0.01|2001
Goat Simulator: The Bundle|XOne|Szimuláció|Koch Media|Coffee Stain Studios|7.3|0.01|2016
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box|DS|Szimuláció|Konami|Konami|7.3|0.01|2009
Project Highrise: Architect's Edition|XOne|Szimuláció|Kalypso Media|SomaSim|7.3|0.01|2018
Rail Simulator|PC|Szimuláció|Electronic Arts|Kuju Entertainment|7.3|0.01|2008
Myst|PSP|Kaland|Midway Games|Cyan Worlds|7.3|0.01|2006
Flipping Death|NS|Kaland|Rising Star|Zoink Games|7.5|0.01|2018
Sakura Sakura: Haru Urara|PSP|Kaland|GN Software|GN Software|7.3|0.01|2010
Pippa Funnell 2: Farm Adventures|DS|Szimuláció|Ubisoft|DTP Entertainment|7.3|0.01|2007
Monster Rancher Advance 2|GBA|Szimuláció|Tecmo|Tecmo / Graphic Research|7.3|0.01|2002
Digger Simulator|PC|Szimuláció|Excalibur Publishing Limited|Astragon|7.3|0.01|2011
Pet Shop Monogatari DS 2|DS|Szimuláció|Taito|Taito Corporation|7.3|0.01|2010
Minna no Conveni|DS|Szimuláció|Taito|Taito Corporation|7.3|0.01|2010
My Little Baby|DS|Szimuláció|CDV Software Entertainment|Raylight Studios|7.3|0.01|2008
Shepherd's Crossing|PSP|Szimuláció|Graffiti|Success|7.3|0.01|2010
A-Train 3D: City Simulator Neo|3DS|Szimuláció|ArtDink|ArtDink|7.3|0.01|2016
Kawaii Koinu DS 2|DS|Szimuláció|MTO|MTO|7.3|0.01|2008
Tokimeki Memorial: Forever with You|PSP|Szimuláció|Konami|Konami|7.3|0.01|2006
Neo Atlas 1469|NS|Szimuláció|Studio Artdink|ArtDink|7.3|0.01|2018
Legoland|PC|Szimuláció|LEGO Media|Krisalis Software|7.3|0.01|1999
Rise of Flight: Iron Cross Edition|PC|Szimuláció|Unknown|777 Studios|7.3|0.01|2010
LifeSigns: Surgical Unit|DS|Szimuláció|DreamCatcher Interactive|Spike|7.3|0.01|2007
Ship Simulator 2008|PC|Szimuláció|Lighthouse Interactive|VSTEP|7.3|0.01|2008
Farming Simulator 15 Expansion Pack|PC|Szimuláció|Focus Home Interactive|Giants Software|7.3|0.01|2015
Shepherd's Crossing 2 DS|DS|Szimuláció|Graffiti|Success|7.3|0.01|2010
Farming Simulator 18|PSV|Szimuláció|Focus Home Interactive|Giants Software|7.3|0.01|2017
ScreamRide|XOne|Szimuláció|Microsoft Studios|Frontier Developments|7.3|0.01|2015
The Conveni DS: Otona no Keiei Ryoku Training|DS|Szimuláció|Nippon Ichi Software|Hamster Corporation|7.3|0.01|2008
The Sims 2: Celebration Stuff|PC|Szimuláció|Electronic Arts|Maxis|7.3|0.01|2007
Horsez|GBA|Szimuláció|Ubisoft|MTO|7.3|0.01|2007
Florist Shop|DS|Szimuláció|UFO Interactive|Tommo|7.3|0.01|2010
Dangerous Waters|PC|Szimuláció|Strategy First|Sonalysts Combat Simulations|7.3|0.01|2006
Uta no * Prince-Sama: Sweet Serenade|PSP|Kaland|Broccoli|Broccoli|7.3|0.01|2011
New Game! The Challenge Stage!|PS4|Kaland|5pb|5pb. Inc.|7.3|0.01|2017
Hiiro no Kakera: Shin Tamayori Hime Denshou|PS2|Kaland|Idea Factory|Idea Factory|7.3|0.01|2009
Iza, Shutsujin! Koisen|PSP|Kaland|Quinrose|QuinRose|7.3|0.01|2011
Arabians Lost: The Engagement on Desert|PSP|Egyéb|Quinrose|Unknown|7.3|0.01|2012
Fullmetal Alchemist: Trading Card Game|DS|Egyéb|Destineer|Magellan Interactive|7.3|0.01|2007
thinkSMART: Chess for Kids|DS|Egyéb|Mentor Interactive|Mentor Interactive|7.3|0.01|2011
Sakura-Sou no Pet na Kanojo|PSV|Egyéb|Kadokawa Games|Unknown|7.3|0.01|2013
Nova Usagi no Game de Ryuugaku!? DS|DS|Egyéb|Konami|Konami|7.3|0.01|2007
Petz: Hamsterz Life 2|GBA|Egyéb|Ubisoft|Jorudan|7.3|0.01|2007
Saint Seiya Omega: Ultimate Cosmo|PSP|Egyéb|Namco Bandai Games|Unknown|7.3|0.01|2012
Wordhunters|PS4|Egyéb|Wired Productions|thumbfood Ltd.|7.3|0.01|2018
Jam Sessions: Sing and Play Guitar (jp sales)|DS|Egyéb|Ubisoft|Plato|7.3|0.01|2007
Nakayoshi All-Stars: Mezase Gakuen Idol|DS|Egyéb|Creative Core|Creative Core|7.3|0.01|2008
Smart Kid's Gameclub|DS|Egyéb|UFO Interactive|Starfish Inc.|7.3|0.01|2007
Ultimate Board Game Collection|PS2|Egyéb|Valcon Games|Jack of All Games|7.3|0.01|2006
Idol Janshi Suchie-Pai IV|PS2|Egyéb|Jaleco|Jaleco Entertainment|7.3|0.01|2007
Natsuzora no Monologue|PSP|Egyéb|Otomate|Unknown|7.3|0.01|2013
Dramatical Murder Re:code|PSV|Egyéb|Nitroplus|Unknown|7.3|0.01|2014
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta|PSP|Egyéb|Idea Factory|Unknown|7.3|0.01|2013
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis|PS2|Egyéb|Tecmo|Net Corporation|7.3|0.01|2009
Dungeons & Dragons: Neverwinter Nights - Complete|PC|Egyéb|Atari|Various|7.3|0.01|2011
Rakushou! Pachi-Slot Sengen 4|PS2|Egyéb|Tecmo|Net Corporation|7.3|0.01|2006
Tsuyo Kiss 3 Portable|PSP|Egyéb|NetRevo|Unknown|7.3|0.01|2012
Duel Masters: Shadow of the Code|GBA|Egyéb|Atari|Mistic Software|7.3|0.01|2005
Happy Dance Collection|Wii|Egyéb|Namco Bandai|Bandai Namco Games|7.3|0.01|2008
Bakumatsu Rock: Ultra Soul|PSP|Egyéb|Marvelous Interactive|Marvelous Interactive|7.3|0.01|2014
Daiya no Kuni no Alice: Wonderful Mirror World|PSP|Egyéb|Quinrose|Unknown|7.3|0.01|2013
Nyaruko-San: Nafushigatai Game no You na Mono|PSV|Egyéb|5pb|Unknown|7.3|0.01|2013
Mahjong Taikai IV|PS3|Egyéb|KOEI|Koei|7.3|0.01|2006
Jinsei Game Q DS: Shouwa no Dekigoto|DS|Egyéb|Takara Tomy|Takara Tomy|7.3|0.01|2007
Doraemon Wii: Himitsu Douguou Ketteisen!|Wii|Egyéb|Sega|Sega|7.3|0.01|2007
Amnesia Later|PSV|Egyéb|Idea Factory|Idea Factory|7.3|0.01|2014
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel|PS2|Egyéb|Naxat Soft|Naxat Soft|7.3|0.01|2008
Dokuro|PSV|Egyéb|GungHo|Unknown|7.3|0.01|2012
Jan Sangoku Musou|PS2|Egyéb|KOEI|Koei|7.3|0.01|2006
Summer Lesson: Miyamoto Hikari Collection|PS4|Kaland|Namco Bandai Games|Namco Bandai Games|7.3|0.01|2017
SoulLink Extension|PS2|Kaland|Interchannel|Interchannel|7.3|0.01|2006
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure|XB|Kaland|Activision|FUN Labs|7.3|0.01|2005
Hana Oboro: Sengoku Denranki|PSV|Kaland|Idea Factory|Unknown|7.3|0.01|2017
Himawari: Pebble in the Sky Portable|PSP|Kaland|Kadokawa Shoten|Kadokawa Shoten|7.3|0.01|2010
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns|PS2|Kaland|Marvelous Interactive|Marvelous Interactive|7.3|0.01|2008
Kono Aozora ni Yakusoku o: Tenohira no Rakuen|PSP|Kaland|TGL|TGL|7.3|0.01|2009
GunParade Orchestra: Ao no Shou|PS2|Kaland|Sony Computer Entertainment|Alfa System|7.3|0.01|2006
